id,name,purpose,precondition,execution_type,steps,project_id,user_story_id,priority,reused_id,active,migrate_id
44,Realizar ação com campo inválido,Imported from sheet,Imported from sheet,M,Imported from sheet,1,1,M,,True,44
45,Realizar download do relatório,Imported from sheet,Imported from sheet,M,Imported from sheet,1,1,M,,True,45
46,Gerar PDF de relatório com sucesso,Imported from sheet,Imported from sheet,M,Imported from sheet,1,1,M,,True,46
1084,Login com senha inválida,Imported from sheet,Imported from sheet,M,Imported from sheet,14,233,M,60.0,True,1152
47,Tentar gerar relatório em um formato diferente do PDF,Imported from sheet,Imported from sheet,M,Imported from sheet,1,1,M,,True,47
48,Validar nomenclatura do arquivo PDF gerado,Imported from sheet,Imported from sheet,M,Imported from sheet,1,1,M,,True,48
49,Cadastrar Entidade com restrição de negócio,Imported from sheet,Imported from sheet,M,Imported from sheet,1,1,M,,True,49
50,Alterar entidade com restrição de negócio,Imported from sheet,Imported from sheet,M,Imported from sheet,1,1,M,,True,50
51,Visualizar dados da Entidade,Imported from sheet,Imported from sheet,M,Imported from sheet,1,1,M,,True,51
52,Incluir papel do usuário,Imported from sheet,Imported from sheet,M,Imported from sheet,1,1,M,,True,52
53,Excluir papel do usuário,Imported from sheet,Imported from sheet,M,Imported from sheet,1,1,M,,True,53
54,Verificar gráfico Entidade,Imported from sheet,Imported from sheet,M,Imported from sheet,1,1,M,,True,54
55,Executar ação sem ter feito login,Imported from sheet,Imported from sheet,M,Imported from sheet,1,1,M,,True,55
56,Verificar se estados da entidade estão de acordo,Imported from sheet,Imported from sheet,M,Imported from sheet,1,1,M,,True,56
57,Recuperar senha com nome de usuário inválido,Imported from sheet,Imported from sheet,M,Imported from sheet,1,1,M,,True,57
59,Fazer login com usuário inexistente,Imported from sheet,Imported from sheet,M,Imported from sheet,1,1,M,,True,59
61,Fazer login com campo obrigatório não preenchido,Imported from sheet,Imported from sheet,M,Imported from sheet,1,1,M,,True,61
62,Salvar com data inical maior que data final,Imported from sheet,Imported from sheet,M,Imported from sheet,1,1,M,,True,62
63,Listar dashboard sem sprint em andamento,Imported from sheet,Imported from sheet,M,Imported from sheet,1,1,M,,True,63
64,Cadastro de Sprint com fora do período do projeto,Imported from sheet,Imported from sheet,M,Imported from sheet,14,242,M,,True,64
65,Cadastro de Sprint com período conflitante com outra sprint,Imported from sheet,Imported from sheet,M,Imported from sheet,14,242,M,,True,65
66,Associar US à sprint,Imported from sheet,Imported from sheet,M,Imported from sheet,14,245,M,,True,66
67,Desassociar US à sprint,Imported from sheet,Imported from sheet,M,Imported from sheet,14,245,M,,True,67
68,Cadastrar usuário com sucesso,Imported from sheet,Imported from sheet,M,Imported from sheet,3,13,M,1.0,True,68
69,Cancelar cadastro de usuário com sucesso,Imported from sheet,Imported from sheet,M,Imported from sheet,3,13,M,2.0,True,69
70,Verificar duplicidade no cadastro de usuário,Imported from sheet,Imported from sheet,M,Imported from sheet,3,13,M,3.0,True,70
71,Cadastrar usuário sem informar nenhum campo obrigatório,Imported from sheet,Imported from sheet,M,Imported from sheet,3,13,M,4.0,True,71
72,Criar usuários utilizando diferentes perfis,Imported from sheet,Imported from sheet,M,Imported from sheet,3,13,M,5.0,True,72
73,Validar comportamento do campo Confirmar Senha,Imported from sheet,Imported from sheet,M,Imported from sheet,3,13,M,34.0,True,73
74,Validar comportamento do campo Matrícula,Imported from sheet,Imported from sheet,M,Imported from sheet,3,13,M,34.0,True,74
75,Validar comportamento do campo Nome,Imported from sheet,Imported from sheet,M,Imported from sheet,3,13,M,34.0,True,75
76,Validar comportamento do campo Função,Imported from sheet,Imported from sheet,M,Imported from sheet,3,13,M,34.0,True,76
77,Validar comportamento do campo Senha,Imported from sheet,Imported from sheet,M,Imported from sheet,3,13,M,34.0,True,77
78,Validar comportamento do campo Perfil,Imported from sheet,Imported from sheet,M,Imported from sheet,3,13,M,34.0,True,78
82,Editar informações do usuário com sucesso,Imported from sheet,Imported from sheet,M,Imported from sheet,3,14,M,6.0,True,82
83,Verificar duplicidade na edição de usuário,Imported from sheet,Imported from sheet,M,Imported from sheet,3,14,M,7.0,True,83
84,Editar usuário deixando todos os campos de texto do formulário em branco,Imported from sheet,Imported from sheet,M,Imported from sheet,3,14,M,8.0,True,84
85,"Verificar presença do botão ""Cancelar""",Imported from sheet,Imported from sheet,M,Imported from sheet,3,14,M,16.0,True,85
86,Cancelar edição de usuário com sucesso,Imported from sheet,Imported from sheet,M,Imported from sheet,3,14,M,10.0,True,86
87,Verificar acesso por Perfis,Imported from sheet,Imported from sheet,M,Imported from sheet,3,23,M,20.0,True,95
88,Acessar tela de consulta de OPS sem estar logado a aplicação,Imported from sheet,Imported from sheet,M,Imported from sheet,3,23,M,13.0,True,96
89,Validar acesso de usuário inativado,Imported from sheet,Imported from sheet,M,Imported from sheet,3,23,M,24.0,True,97
90,Listar todas as OPs com sucesso,Imported from sheet,Imported from sheet,M,Imported from sheet,3,23,M,15.0,True,98
91,Validar nomenclatura das colunas listadas,Imported from sheet,Imported from sheet,M,Imported from sheet,3,23,M,16.0,True,99
92,Validar resultado de consulta por OPs vazia,Imported from sheet,Imported from sheet,M,Imported from sheet,3,23,M,17.0,True,100
93,Verificar redirecionamento a tela de login após time out,Imported from sheet,Imported from sheet,M,Imported from sheet,3,23,M,35.0,True,101
97,Acessar tela de consulta de Consultar BOM sem estar logado a aplicação,Imported from sheet,Imported from sheet,M,Imported from sheet,3,25,M,13.0,True,105
99,Listar todas as Matérias-Primas com sucesso,Imported from sheet,Imported from sheet,M,Imported from sheet,3,25,M,15.0,True,107
101,Validar resultado de consulta de Matéria-Prima vazia,Imported from sheet,Imported from sheet,M,Imported from sheet,3,25,M,17.0,True,109
107,Acessar tela Consultar produtos finais sem estar logado a aplicação,Imported from sheet,Imported from sheet,M,Imported from sheet,3,21,M,13.0,True,115
108,Listar todas os produtos finais com sucesso,Imported from sheet,Imported from sheet,M,Imported from sheet,3,21,M,15.0,True,116
110,Validar resultado de consulta de produtos finais,Imported from sheet,Imported from sheet,M,Imported from sheet,3,21,M,15.0,True,118
111,Validar ações no campo Search em Ordens de Produção,Imported from sheet,Imported from sheet,M,Imported from sheet,3,35,M,34.0,True,119
112,Validar ações no campo Search em BOM (matéria-prima),Imported from sheet,Imported from sheet,M,Imported from sheet,3,25,M,34.0,True,120
113,Validar ações no campo Search em Produtos Finais,Imported from sheet,Imported from sheet,M,Imported from sheet,3,21,M,34.0,True,121
115,Acessar tela de Detalhamento de OPs sem estar logado a aplicação,Imported from sheet,Imported from sheet,M,Imported from sheet,3,24,M,13.0,True,123
117,Verificar se todos os dados da OP estão sendo exibidos,Imported from sheet,Imported from sheet,M,Imported from sheet,3,24,M,22.0,True,125
118,Verificar inserção de link em ordem de produção inexistente,Imported from sheet,Imported from sheet,M,Imported from sheet,3,24,M,23.0,True,126
121,Acessar tela de consulta de matérias-primas sem estar logado a aplicação,Imported from sheet,Imported from sheet,M,Imported from sheet,3,26,M,13.0,True,129
124,Validar resultado de consulta por matérias-primas vazia,Imported from sheet,Imported from sheet,M,Imported from sheet,3,26,M,17.0,True,132
131,Listar todos os Produtos Finais com sucesso,Imported from sheet,Imported from sheet,M,Imported from sheet,3,22,M,15.0,True,139
132,Validar resultado de consulta por produtos finais vazia,Imported from sheet,Imported from sheet,M,Imported from sheet,3,22,M,17.0,True,140
136,Validar redirecionamento para o login quando o usuário tenta navegar sem estar autenticado,Imported from sheet,Imported from sheet,M,Imported from sheet,3,12,M,13.0,True,144
137,Validar se página é redirecionada ao colar link em outra aba do navegador,Imported from sheet,Imported from sheet,M,Imported from sheet,3,12,M,13.0,True,145
138,Validar acesso de usuário Ativo e Inativo,Imported from sheet,Imported from sheet,M,Imported from sheet,3,12,M,24.0,True,146
139,Validar campo Nome,Imported from sheet,Imported from sheet,M,Imported from sheet,3,12,M,25.0,True,147
140,Validar campo Senha,Imported from sheet,Imported from sheet,M,Imported from sheet,3,12,M,25.0,True,148
141,Editar tipo de problema deixando todos os campos de texto do formulário em branco,Imported from sheet,Imported from sheet,M,Imported from sheet,4,29,M,8.0,True,149
142,Verificar duplicidade na edição de Máquinas,Imported from sheet,Imported from sheet,M,Imported from sheet,4,29,M,7.0,True,150
143,Validar comportamento do campo Descrição,Imported from sheet,Imported from sheet,M,Imported from sheet,4,28,M,34.0,True,151
144,Verificar presença do botão Cancelar,Imported from sheet,Imported from sheet,M,Imported from sheet,4,28,M,16.0,True,152
145,Editar Máquina com sucesso,Imported from sheet,Imported from sheet,M,Imported from sheet,4,29,M,6.0,True,153
146,Cancelar cadastro de Máquinas com sucesso,Imported from sheet,Imported from sheet,M,Imported from sheet,4,28,M,10.0,True,154
147,Fechar tela de remoção antes de efetuar a ação de deletar,Imported from sheet,Imported from sheet,M,Imported from sheet,4,31,M,26.0,True,155
148,Deletar Máquina com sucesso,Imported from sheet,Imported from sheet,M,Imported from sheet,4,31,M,12.0,True,156
149,Cancelar a remoção de uma Máquina,Imported from sheet,Imported from sheet,M,Imported from sheet,4,31,M,27.0,True,157
150,Validar acesso a lista de Máquinas por perfis,Imported from sheet,Imported from sheet,M,Imported from sheet,4,30,M,20.0,True,158
151,Paginar listagem de Máquinas ao atingir número máximo de linhas,Imported from sheet,Imported from sheet,M,Imported from sheet,4,30,M,19.0,True,159
152,Verificar a presença do botão para criação de uma nova Máquina,Imported from sheet,Imported from sheet,M,Imported from sheet,4,28,M,16.0,True,160
153,Verificar a presença de botões de edição para cada Máquina listada,Imported from sheet,Imported from sheet,M,Imported from sheet,4,30,M,16.0,True,161
154,Verificar a presença de botões de exclusão para cada Máquina listada,Imported from sheet,Imported from sheet,M,Imported from sheet,4,30,M,16.0,True,162
155,Tentar listar Máquina utilizando um usuário inativo,Imported from sheet,Imported from sheet,M,Imported from sheet,4,30,M,24.0,True,163
157,Listar todas as Máquina com sucesso,Imported from sheet,Imported from sheet,M,Imported from sheet,4,30,M,15.0,True,165
160,Validar controle de acesso para criação de nova Máquina,Imported from sheet,Imported from sheet,M,Imported from sheet,4,28,M,20.0,True,168
161,Cadastrar Máquina com sucesso,Imported from sheet,Imported from sheet,M,Imported from sheet,4,28,M,1.0,True,169
162,Verificar duplicidade no cadastro de um tipo de operação já registrado,Imported from sheet,Imported from sheet,M,Imported from sheet,4,28,M,3.0,True,170
163,Cadastrar Máquina sem informar nenhum campo obrigatório,Imported from sheet,Imported from sheet,M,Imported from sheet,4,28,M,4.0,True,171
164,Cancelar cadastro de Máquina com sucesso,Imported from sheet,Imported from sheet,M,Imported from sheet,4,28,M,2.0,True,172
165,Validar redirecionamento a página de login em usuário não autenticado,Imported from sheet,Imported from sheet,M,Imported from sheet,4,50,M,13.0,True,173
167,Validar usuário sem preencher campo $Matricula,Imported from sheet,Imported from sheet,M,Imported from sheet,4,50,M,31.0,True,175
169,Validar campo $Matrícula,Imported from sheet,Imported from sheet,M,Imported from sheet,4,50,M,34.0,True,177
170,Validar campo $Senha,Imported from sheet,Imported from sheet,M,Imported from sheet,4,50,M,34.0,True,178
171,"Validar presença do botão ""Sair""",Imported from sheet,Imported from sheet,M,Imported from sheet,4,51,M,16.0,True,179
172,Validar redirecionamento a página de login ao clicar no botão <Sair>,Imported from sheet,Imported from sheet,M,Imported from sheet,4,51,M,35.0,True,180
173,Validar se sistema ainda ficará logado caso feche a sessão e abra novamente,Imported from sheet,Imported from sheet,M,Imported from sheet,4,51,M,36.0,True,181
174,"Validar ação do clique no botão ""Sair"" na ausência de conexão com o servidor",Imported from sheet,Imported from sheet,M,Imported from sheet,4,51,M,37.0,True,182
176,Cadastrar mais de um Administrador no sistema,Imported from sheet,Imported from sheet,M,Imported from sheet,4,52,M,38.0,True,184
177,Cadastrar usuário informando senhas diferentes nos campos senha e confirmação,Imported from sheet,Imported from sheet,M,Imported from sheet,4,52,M,39.0,True,185
179,Cadastrar Usuário deixando todos os campos do formulário sem preenchimento,Imported from sheet,Imported from sheet,M,Imported from sheet,4,52,M,4.0,True,187
182,Cadastrar usuário sem registrar perfil,Imported from sheet,Imported from sheet,M,Imported from sheet,4,52,M,4.0,True,190
183,Verificar ação do botão Excluir para um usuário listado e ativo,Imported from sheet,Imported from sheet,M,Imported from sheet,4,53,M,16.0,True,191
184,Verificar ação do botão Adicionar para um usuário listado e ativo,Imported from sheet,Imported from sheet,M,Imported from sheet,4,53,M,16.0,True,192
188,Listar usuário inativo,Imported from sheet,Imported from sheet,M,Imported from sheet,4,53,M,15.0,True,196
189,Verificar presença do botão Editar para um usuário listado e ativo,Imported from sheet,Imported from sheet,M,Imported from sheet,4,53,M,16.0,True,197
191,Validar ação de paginação,Imported from sheet,Imported from sheet,M,Imported from sheet,4,53,M,19.0,True,199
192,Validar nomenclatura das colunas,Imported from sheet,Imported from sheet,M,Imported from sheet,4,53,M,16.0,True,200
193,"Verificar layout do botão ""Editar"" para cada usuário cadastrado",Imported from sheet,Imported from sheet,M,Imported from sheet,4,27,M,16.0,True,201
195,Tentar editar ID interno do usuário,Imported from sheet,Imported from sheet,M,Imported from sheet,4,27,M,7.0,True,203
197,Verificar duplicidade de nome na edição de usuário,Imported from sheet,Imported from sheet,M,Imported from sheet,4,27,M,7.0,True,205
198,Verificar duplicidade de matricula na edição de usuário,Imported from sheet,Imported from sheet,M,Imported from sheet,4,27,M,7.0,True,206
199,Verificar duplicidade de perfil administrador na edição de usuário,Imported from sheet,Imported from sheet,M,Imported from sheet,4,27,M,38.0,True,207
202,Selecionar dois ou mais filtros para visualização das OPs,Imported from sheet,Imported from sheet,M,Imported from sheet,4,54,M,21.0,True,210
203,Verificar filtro de visualização,Imported from sheet,Imported from sheet,M,Imported from sheet,4,54,M,21.0,True,211
205,Fechar visualização da Ordens de Produção,Imported from sheet,Imported from sheet,M,Imported from sheet,4,54,M,26.0,True,213
206,Validar se todas as OPs disponíveis para planejamento são listadas,Imported from sheet,Imported from sheet,M,Imported from sheet,4,54,M,21.0,True,214
207,Verificar presença do botão para expandir o sidebar de exibição das OPs,Imported from sheet,Imported from sheet,M,Imported from sheet,4,54,M,16.0,True,215
208,Validar acesso a lista de tipos de problemas por perfis,Imported from sheet,Imported from sheet,M,Imported from sheet,4,33,M,20.0,True,216
209,Paginar listagem de tipos de problemas ao atingir número máximo de linhas,Imported from sheet,Imported from sheet,M,Imported from sheet,4,33,M,19.0,True,217
210,Verificar a presença do botão para criação de um novo tipo de problema,Imported from sheet,Imported from sheet,M,Imported from sheet,4,33,M,16.0,True,218
211,Verificar a presença de botões de edição para cada tipo de problema listado,Imported from sheet,Imported from sheet,M,Imported from sheet,4,33,M,16.0,True,219
212,Verificar a presença de botões de exclusão para cada tipo de problema listado,Imported from sheet,Imported from sheet,M,Imported from sheet,4,33,M,16.0,True,220
213,Tentar listar Tipos de Problemas utilizando um usuário inativo,Imported from sheet,Imported from sheet,M,Imported from sheet,4,33,M,24.0,True,221
214,Listar todos tipos de problemas com sucesso,Imported from sheet,Imported from sheet,M,Imported from sheet,4,33,M,15.0,True,222
217,Validar controle de acesso para criação de novos tipos de problemas,Imported from sheet,Imported from sheet,M,Imported from sheet,4,32,M,20.0,True,225
218,Cadastrar Tipos de Problemas com sucesso,Imported from sheet,Imported from sheet,M,Imported from sheet,4,32,M,1.0,True,226
219,Verificar duplicidade no cadastro de um tipo de problema já registrado,Imported from sheet,Imported from sheet,M,Imported from sheet,4,32,M,3.0,True,227
220,Cadastrar tipo de problema sem informar nenhum campo obrigatório,Imported from sheet,Imported from sheet,M,Imported from sheet,4,32,M,4.0,True,228
221,Cancelar cadastro de Tipo de Problema com sucesso,Imported from sheet,Imported from sheet,M,Imported from sheet,4,32,M,2.0,True,229
223,Verificar duplicidade na edição do tipo de problema,Imported from sheet,Imported from sheet,M,Imported from sheet,4,34,M,7.0,True,231
225,Editar Tipo do Problema com sucesso,Imported from sheet,Imported from sheet,M,Imported from sheet,4,34,M,6.0,True,233
226,Cancelar edição de Tipo de Problema com sucesso,Imported from sheet,Imported from sheet,M,Imported from sheet,4,34,M,10.0,True,234
228,Deletar tipo de problema com sucesso,Imported from sheet,Imported from sheet,M,Imported from sheet,4,55,M,12.0,True,236
229,Cancelar a remoção de um tipo de problema,Imported from sheet,Imported from sheet,M,Imported from sheet,4,55,M,27.0,True,237
233,Editar Tipo do Operação com sucesso,Imported from sheet,Imported from sheet,M,Imported from sheet,4,37,M,6.0,True,241
234,Cancelar cadastro de Tipo de Operação com sucesso,Imported from sheet,Imported from sheet,M,Imported from sheet,4,37,M,10.0,True,242
235,Validar acesso a lista de tipos de operações por perfis,Imported from sheet,Imported from sheet,M,Imported from sheet,4,35,M,20.0,True,243
236,Paginar listagem de tipos de operações ao atingir número máximo de linhas,Imported from sheet,Imported from sheet,M,Imported from sheet,4,35,M,19.0,True,244
237,Verificar a presença do botão para criação de um novo tipo de operação,Imported from sheet,Imported from sheet,M,Imported from sheet,4,35,M,16.0,True,245
238,Verificar a presença de botões de edição para cada tipo de operação listado,Imported from sheet,Imported from sheet,M,Imported from sheet,4,35,M,16.0,True,246
239,Verificar a presença de botões de exclusão para cada tipo de operação listado,Imported from sheet,Imported from sheet,M,Imported from sheet,4,35,M,16.0,True,247
240,Tentar listar Tipos de operações utilizando um usuário inativo,Imported from sheet,Imported from sheet,M,Imported from sheet,4,35,M,33.0,True,248
242,Listar todos tipos de operações com sucesso,Imported from sheet,Imported from sheet,M,Imported from sheet,4,35,M,15.0,True,250
244,Validar controle de acesso para criação de novos tipos de operações,Imported from sheet,Imported from sheet,M,Imported from sheet,4,36,M,20.0,True,252
245,Cadastrar Tipos de operações com sucesso,Imported from sheet,Imported from sheet,M,Imported from sheet,4,36,M,1.0,True,253
247,Cadastrar tipo de operação sem informar nenhum campo obrigatório,Imported from sheet,Imported from sheet,M,Imported from sheet,4,36,M,4.0,True,255
249,Edit project with previously registered name,Imported from sheet,Imported from sheet,M,Imported from sheet,5,56,M,6.0,True,260
250,Login with known credentials,Imported from sheet,Imported from sheet,M,Imported from sheet,5,56,M,40.0,True,261
251,Create user with input validation,Imported from sheet,Imported from sheet,M,Imported from sheet,5,56,M,1.0,True,262
252,Associate organization with user,Imported from sheet,Imported from sheet,M,Imported from sheet,5,56,M,6.0,True,263
255,Ações do botão Voltar na tela de Histórico de Check-in (Administrador),Imported from sheet,Imported from sheet,M,Imported from sheet,5,56,M,34.0,True,266
256,Teste estático de arquivo de tradução (plataforma Android),Imported from sheet,Imported from sheet,M,Imported from sheet,5,56,M,41.0,True,267
257,Cancel deleting project,Imported from sheet,Imported from sheet,M,Imported from sheet,5,57,M,27.0,True,268
259,Create organization with input validation,Imported from sheet,Imported from sheet,M,Imported from sheet,5,57,M,1.0,True,270
260,Cancel project variable creation,Imported from sheet,Imported from sheet,M,Imported from sheet,5,57,M,2.0,True,271
261,Cancel editing project variable,Imported from sheet,Imported from sheet,M,Imported from sheet,5,57,M,10.0,True,272
262,Ocultar e exibir colunas do formulário de Configuração de Rotas,Imported from sheet,Imported from sheet,M,Imported from sheet,5,57,M,16.0,True,273
263,Validar ações do Administrador com GaMMa inoperante,Imported from sheet,Imported from sheet,M,Imported from sheet,5,57,M,20.0,True,274
264,Validar ações do Convidado com GaMMa inoperante,Imported from sheet,Imported from sheet,M,Imported from sheet,5,57,M,20.0,True,275
265,Cancel deleting organization,Imported from sheet,Imported from sheet,M,Imported from sheet,5,57,M,27.0,True,276
266,Edit user password with input validation,Imported from sheet,Imported from sheet,M,Imported from sheet,5,58,M,6.0,True,277
268,Filter user with input validation,Imported from sheet,Imported from sheet,M,Imported from sheet,5,58,M,21.0,True,279
269,Edit organization with previously registered name,Imported from sheet,Imported from sheet,M,Imported from sheet,5,58,M,7.0,True,280
271,Edição de evento global considerando a opção de publicação para convidados e recepcionistas,Imported from sheet,Imported from sheet,M,Imported from sheet,5,58,M,6.0,True,282
273,Cancel disassociating organization from user through list actions,Imported from sheet,Imported from sheet,M,Imported from sheet,5,59,M,10.0,True,284
274,Create project with previously registered name,Imported from sheet,Imported from sheet,M,Imported from sheet,5,59,M,1.0,True,285
275,Clear all filters (filter project),Imported from sheet,Imported from sheet,M,Imported from sheet,5,60,M,21.0,True,286
276,Search organization with input validation,Imported from sheet,Imported from sheet,M,Imported from sheet,5,60,M,21.0,True,287
278,Clear all filters (filter organization),Imported from sheet,Imported from sheet,M,Imported from sheet,5,61,M,21.0,True,289
279,"Editar usuário com campo ""E-mail"" vazio.",Imported from sheet,Imported from sheet,M,Imported from sheet,6,64,M,8.0,True,290
280,"Marcar convidados listados na pesquisa como ""convite enviado"" ""Event Driven System for Business Services Integration",Imported from sheet,Imported from sheet,M,Imported from sheet,6,66,M,21.0,True,291
281,Fechamento do programa antes da execução ser finalizada.,Imported from sheet,Imported from sheet,M,Imported from sheet,6,74,M,36.0,True,292
282,Limite de caracteres para o filtro Route_Desc,Imported from sheet,Imported from sheet,M,Imported from sheet,6,74,M,16.0,True,293
283,Exibição de filtros aplicados no arquivo exportado,Imported from sheet,Imported from sheet,M,Imported from sheet,6,74,M,16.0,True,294
284,Cancel disassociating user from organization through association list,Imported from sheet,Imported from sheet,M,Imported from sheet,6,72,M,10.0,True,295
285,Disassociate organization from user through association list,Imported from sheet,Imported from sheet,M,Imported from sheet,6,72,M,6.0,True,296
286,Create and View Project,Imported from sheet,Imported from sheet,M,Imported from sheet,6,72,M,1.0,True,297
288,US11590 - Verificar informações exibidas na lista de pessoas,Imported from sheet,Imported from sheet,M,Imported from sheet,6,73,M,21.0,True,299
289,US11589 - Verificar as organizações exibidas,Imported from sheet,Imported from sheet,M,Imported from sheet,6,73,M,21.0,True,300
290,Limite de caracteres para os filtros,Imported from sheet,Imported from sheet,M,Imported from sheet,6,74,M,16.0,True,301
291,US11516 - Verificar o tamanho máximo da foto,Imported from sheet,Imported from sheet,M,Imported from sheet,6,75,M,34.0,True,304
292,Deselecionar convidados filtrados por status,Imported from sheet,Imported from sheet,M,Imported from sheet,6,67,M,16.0,True,306
293,"Criar ""Outros Links"" com nome já adicionado em outro link no mesmo evento específico.",Imported from sheet,Imported from sheet,M,Imported from sheet,6,68,M,3.0,True,307
294,Validar apresentação de detalhes no card de um app tipo Aplicativo sem versão.,Imported from sheet,Imported from sheet,M,Imported from sheet,6,69,M,16.0,True,308
295,Pesquisar administrador por nome.,Imported from sheet,Imported from sheet,M,Imported from sheet,6,67,M,17.0,True,309
296,Validar apresentação de detalhes no card de um app tipo Game sem versão,Imported from sheet,Imported from sheet,M,Imported from sheet,6,69,M,16.0,True,310
297,"Validações de campos durante a criação de ""Outros Links"" evento específico",Imported from sheet,Imported from sheet,M,Imported from sheet,6,68,M,34.0,True,311
298,Remover categoria adicionada na criação de evento,Imported from sheet,Imported from sheet,M,Imported from sheet,6,70,M,12.0,True,312
299,Filtrar convidados por dados profissionais,Imported from sheet,Imported from sheet,M,Imported from sheet,6,67,M,21.0,True,313
300,Limite de caracteres para peso da Cola,Imported from sheet,Imported from sheet,M,Imported from sheet,6,71,M,34.0,True,321
301,Finalizar uso de Cola na Máquina de Cola com peso inválido,Imported from sheet,Imported from sheet,M,Imported from sheet,6,71,M,44.0,True,322
