modelo,tecnica,case_id,source_id,original_case,execucao,meteor_score,ranking_no_caso,generation_id,reference_id,gherkin_ground_truth,gherkin_gerado,execucoes_declaradas,arquivo_ground_truth,arquivo_geracoes
ibm-granite/granite-4.1-8b,one-shot,TC_1002,1002,Cadastrar transação com campos inválidos,7,0.81,1,TC_1002__ibm-granite-granite-4.1-8b__one-shot__exec-07,TC_1002__reference,"Scenario: Cadastrar transação com campos inválidos
  Given que o usuário está na funcionalidade de cadastro de transação
  When ele informa campos inválidos e tenta salvar
  Then a transação não é cadastrada","Scenario: Cadastro de transação com campos inválidos
  Given o usuário está na página de cadastro de transação
    And os campos obrigatórios estão vazios
  When o usuário tenta salvar a transação
  Then o sistema exibe mensagens de erro para cada campo inválido
    And a transação não é registrada no banco de dados",10,base_referencia_gherkin.json,geracoes_gherkin_ibm-granite-granite-4.1-8b_one-shot.json
ibm-granite/granite-4.1-8b,one-shot,TC_1002,1002,Cadastrar transação com campos inválidos,1,0.79,2,TC_1002__ibm-granite-granite-4.1-8b__one-shot__exec-01,TC_1002__reference,"Scenario: Cadastrar transação com campos inválidos
  Given que o usuário está na funcionalidade de cadastro de transação
  When ele informa campos inválidos e tenta salvar
  Then a transação não é cadastrada","Scenario: Cadastrar transação com campos inválidos
  Given o usuário está na página de cadastro de transações
    And os campos obrigatórios estão vazios
  When o usuário envia o formulário de cadastro
  Then o sistema exibe mensagens de erro indicando que todos os campos são obrigatórios
    And o formulário permanece visível sem salvar a transação",10,base_referencia_gherkin.json,geracoes_gherkin_ibm-granite-granite-4.1-8b_one-shot.json
ibm-granite/granite-4.1-8b,one-shot,TC_1002,1002,Cadastrar transação com campos inválidos,4,0.78,3,TC_1002__ibm-granite-granite-4.1-8b__one-shot__exec-04,TC_1002__reference,"Scenario: Cadastrar transação com campos inválidos
  Given que o usuário está na funcionalidade de cadastro de transação
  When ele informa campos inválidos e tenta salvar
  Then a transação não é cadastrada","Scenario: Cadastro de transação com campos inválidos
  Given o usuário está na página de cadastro de transação
    And os campos obrigatórios estão vazios
  When o usuário envia o formulário de cadastro
  Then o sistema exibe mensagens de erro para todos os campos obrigatórios faltantes
    And a transação não é registrada no banco de dados",10,base_referencia_gherkin.json,geracoes_gherkin_ibm-granite-granite-4.1-8b_one-shot.json
ibm-granite/granite-4.1-8b,one-shot,TC_1002,1002,Cadastrar transação com campos inválidos,10,0.78,4,TC_1002__ibm-granite-granite-4.1-8b__one-shot__exec-10,TC_1002__reference,"Scenario: Cadastrar transação com campos inválidos
  Given que o usuário está na funcionalidade de cadastro de transação
  When ele informa campos inválidos e tenta salvar
  Then a transação não é cadastrada","Scenario: Cadastro de transação com campos inválidos
  Given o usuário está na página de cadastro de transação
    And os campos obrigatórios estão vazios
  When o usuário envia o formulário de cadastro
  Then o sistema exibe mensagens de erro para todos os campos obrigatórios
    And a transação não é registrada no banco de dados",10,base_referencia_gherkin.json,geracoes_gherkin_ibm-granite-granite-4.1-8b_one-shot.json
ibm-granite/granite-4.1-8b,one-shot,TC_1002,1002,Cadastrar transação com campos inválidos,6,0.7,5,TC_1002__ibm-granite-granite-4.1-8b__one-shot__exec-06,TC_1002__reference,"Scenario: Cadastrar transação com campos inválidos
  Given que o usuário está na funcionalidade de cadastro de transação
  When ele informa campos inválidos e tenta salvar
  Then a transação não é cadastrada","Scenario: Cadastro de transação com campos inválidos
  Given o usuário está na página de cadastro de transação
    And os campos obrigatórios estão vazios
  When o usuário envia o formulário de cadastro
  Then o sistema exibe mensagens de erro para cada campo inválido
    And o formulário não é salvo",10,base_referencia_gherkin.json,geracoes_gherkin_ibm-granite-granite-4.1-8b_one-shot.json
ibm-granite/granite-4.1-8b,one-shot,TC_1002,1002,Cadastrar transação com campos inválidos,2,0.69,6,TC_1002__ibm-granite-granite-4.1-8b__one-shot__exec-02,TC_1002__reference,"Scenario: Cadastrar transação com campos inválidos
  Given que o usuário está na funcionalidade de cadastro de transação
  When ele informa campos inválidos e tenta salvar
  Then a transação não é cadastrada","Scenario: Cadastro de transação com campos inválidos
  Given o usuário está na página de cadastro de transação
    And os campos obrigatórios estão vazios
  When o usuário envia o formulário de cadastro
  Then o sistema exibe mensagens de erro indicando que todos os campos são obrigatórios
    And os campos não preenchidos são destacados como inválidos",10,base_referencia_gherkin.json,geracoes_gherkin_ibm-granite-granite-4.1-8b_one-shot.json
ibm-granite/granite-4.1-8b,one-shot,TC_1002,1002,Cadastrar transação com campos inválidos,5,0.69,7,TC_1002__ibm-granite-granite-4.1-8b__one-shot__exec-05,TC_1002__reference,"Scenario: Cadastrar transação com campos inválidos
  Given que o usuário está na funcionalidade de cadastro de transação
  When ele informa campos inválidos e tenta salvar
  Then a transação não é cadastrada","Scenario: Cadastro de transação com campos inválidos
  Given o usuário está na página de cadastro de transação
    And os campos obrigatórios estão vazios
  When o usuário envia o formulário de cadastro
  Then o sistema exibe mensagens de erro indicando que todos os campos são obrigatórios
    And o formulário não é salvo",10,base_referencia_gherkin.json,geracoes_gherkin_ibm-granite-granite-4.1-8b_one-shot.json
ibm-granite/granite-4.1-8b,one-shot,TC_1002,1002,Cadastrar transação com campos inválidos,8,0.68,8,TC_1002__ibm-granite-granite-4.1-8b__one-shot__exec-08,TC_1002__reference,"Scenario: Cadastrar transação com campos inválidos
  Given que o usuário está na funcionalidade de cadastro de transação
  When ele informa campos inválidos e tenta salvar
  Then a transação não é cadastrada","Scenario: Cadastro de transação com campos inválidos
  Given o usuário está na página de cadastro de transação
    And os campos obrigatórios estão vazios
  When o usuário envia o formulário de cadastro
  Then o sistema exibe mensagens de erro indicando que os campos são inválidos
    And os campos não são salvos no banco de dados",10,base_referencia_gherkin.json,geracoes_gherkin_ibm-granite-granite-4.1-8b_one-shot.json
ibm-granite/granite-4.1-8b,one-shot,TC_1002,1002,Cadastrar transação com campos inválidos,9,0.68,9,TC_1002__ibm-granite-granite-4.1-8b__one-shot__exec-09,TC_1002__reference,"Scenario: Cadastrar transação com campos inválidos
  Given que o usuário está na funcionalidade de cadastro de transação
  When ele informa campos inválidos e tenta salvar
  Then a transação não é cadastrada","Scenario: Cadastro de transação com campos inválidos
  Given o usuário está na página de cadastro de transação
    And os campos obrigatórios estão vazios
  When o usuário envia o formulário de cadastro
  Then o sistema exibe mensagens de erro indicando que os campos são inválidos
    And os campos são mantidos em branco",10,base_referencia_gherkin.json,geracoes_gherkin_ibm-granite-granite-4.1-8b_one-shot.json
ibm-granite/granite-4.1-8b,one-shot,TC_1002,1002,Cadastrar transação com campos inválidos,3,0.66,10,TC_1002__ibm-granite-granite-4.1-8b__one-shot__exec-03,TC_1002__reference,"Scenario: Cadastrar transação com campos inválidos
  Given que o usuário está na funcionalidade de cadastro de transação
  When ele informa campos inválidos e tenta salvar
  Then a transação não é cadastrada","Scenario: Cadastro de transação com campos inválidos
  Given o usuário está na página de cadastro de transação
    And os campos obrigatórios estão vazios
  When o usuário envia o formulário de cadastro
  Then o sistema exibe mensagens de erro indicando que os campos são inválidos
    And os campos não são salvos na base de dados",10,base_referencia_gherkin.json,geracoes_gherkin_ibm-granite-granite-4.1-8b_one-shot.json
ibm-granite/granite-4.1-8b,one-shot,TC_1006,1006,Verificar se todos os dados da transação estão sendo exibidos,1,0.84,1,TC_1006__ibm-granite-granite-4.1-8b__one-shot__exec-01,TC_1006__reference,"Scenario: Verificar se todos os dados da transação estão sendo exibidos
  Given que existe uma transação cadastrada
  When o usuário visualiza essa transação
  Then todos os dados da transação são verificados","Scenario: Verificar se todos os dados da transação estão sendo exibidos
  Given o usuário está na página de relatórios de transações
    And o usuário selecionou o período desejado
  When o usuário solicita a visualização dos dados
  Then todos os campos relevantes da transação devem estar exibidos corretamente
    And a lista de transações deve corresponder ao número esperado",10,base_referencia_gherkin.json,geracoes_gherkin_ibm-granite-granite-4.1-8b_one-shot.json
ibm-granite/granite-4.1-8b,one-shot,TC_1006,1006,Verificar se todos os dados da transação estão sendo exibidos,8,0.83,2,TC_1006__ibm-granite-granite-4.1-8b__one-shot__exec-08,TC_1006__reference,"Scenario: Verificar se todos os dados da transação estão sendo exibidos
  Given que existe uma transação cadastrada
  When o usuário visualiza essa transação
  Then todos os dados da transação são verificados","Scenario: Verificar se todos os dados da transação estão sendo exibidos
  Given o usuário está na página de relatórios de transações
    And a lista de transações está carregada
  When o usuário seleciona a opção para exibir todos os dados da transação
  Then todos os campos relevantes das transações devem ser exibidos corretamente
    And a interface deve mostrar informações detalhadas sem erros de apresentação",10,base_referencia_gherkin.json,geracoes_gherkin_ibm-granite-granite-4.1-8b_one-shot.json
ibm-granite/granite-4.1-8b,one-shot,TC_1006,1006,Verificar se todos os dados da transação estão sendo exibidos,6,0.82,3,TC_1006__ibm-granite-granite-4.1-8b__one-shot__exec-06,TC_1006__reference,"Scenario: Verificar se todos os dados da transação estão sendo exibidos
  Given que existe uma transação cadastrada
  When o usuário visualiza essa transação
  Then todos os dados da transação são verificados","Scenario: Verificar se todos os dados da transação estão sendo exibidos
  Given o usuário está na página de relatórios de transações
    And a lista de transações está carregada
  When o usuário seleciona a opção para exibir todos os dados das transações
  Then todos os campos relevantes das transações (data, valor, descrição, etc.) devem ser exibidos corretamente
    And a interface deve mostrar uma mensagem de sucesso indicando que os dados foram exibidos",10,base_referencia_gherkin.json,geracoes_gherkin_ibm-granite-granite-4.1-8b_one-shot.json
ibm-granite/granite-4.1-8b,one-shot,TC_1006,1006,Verificar se todos os dados da transação estão sendo exibidos,9,0.82,4,TC_1006__ibm-granite-granite-4.1-8b__one-shot__exec-09,TC_1006__reference,"Scenario: Verificar se todos os dados da transação estão sendo exibidos
  Given que existe uma transação cadastrada
  When o usuário visualiza essa transação
  Then todos os dados da transação são verificados","Scenario: Verificar se todos os dados da transação são exibidos
  Given o usuário está na página de relatórios de transações
    And a lista de transações está carregada
  When o usuário seleciona a opção para exibir todos os dados da transação
  Then todos os campos relevantes da transação (data, valor, descrição, etc.) devem ser exibidos corretamente
    And a visualização deve incluir todos os registros esperados sem exclusões ou duplicações",10,base_referencia_gherkin.json,geracoes_gherkin_ibm-granite-granite-4.1-8b_one-shot.json
ibm-granite/granite-4.1-8b,one-shot,TC_1006,1006,Verificar se todos os dados da transação estão sendo exibidos,7,0.8,5,TC_1006__ibm-granite-granite-4.1-8b__one-shot__exec-07,TC_1006__reference,"Scenario: Verificar se todos os dados da transação estão sendo exibidos
  Given que existe uma transação cadastrada
  When o usuário visualiza essa transação
  Then todos os dados da transação são verificados","Scenario: Verificar se todos os dados da transação estão sendo exibidos
  Given o usuário está na página de relatórios de transações
    And a lista de transações está carregada
  When o usuário seleciona a opção para exibir todos os dados das transações
  Then todos os campos relevantes das transações (data, valor, descrição, etc.) devem ser exibidos corretamente
    And a visualização deve ser consistente com os registros armazenados no sistema",10,base_referencia_gherkin.json,geracoes_gherkin_ibm-granite-granite-4.1-8b_one-shot.json
ibm-granite/granite-4.1-8b,one-shot,TC_1006,1006,Verificar se todos os dados da transação estão sendo exibidos,10,0.79,6,TC_1006__ibm-granite-granite-4.1-8b__one-shot__exec-10,TC_1006__reference,"Scenario: Verificar se todos os dados da transação estão sendo exibidos
  Given que existe uma transação cadastrada
  When o usuário visualiza essa transação
  Then todos os dados da transação são verificados","Scenario: Verificação de exibição completa de dados da transação
  Given o usuário está na página de relatórios de transações
    And a lista de transações está carregada
  When o usuário seleciona uma transação específica
  Then todos os detalhes da transação devem ser exibidos corretamente
    And os campos de data, valor e descrição da transação são visíveis",10,base_referencia_gherkin.json,geracoes_gherkin_ibm-granite-granite-4.1-8b_one-shot.json
ibm-granite/granite-4.1-8b,one-shot,TC_1006,1006,Verificar se todos os dados da transação estão sendo exibidos,2,0.76,7,TC_1006__ibm-granite-granite-4.1-8b__one-shot__exec-02,TC_1006__reference,"Scenario: Verificar se todos os dados da transação estão sendo exibidos
  Given que existe uma transação cadastrada
  When o usuário visualiza essa transação
  Then todos os dados da transação são verificados","Scenario: Verificação de exibição completa de todos os dados da transação
  Given o usuário está na página de relatórios de transações
    And a lista de transações está carregada
  When o usuário seleciona a opção ""Mostrar Todos""
  Then todos os campos das transações (data, valor, descrição, etc.) devem ser exibidos
    And a mensagem ""Dados exibidos com sucesso"" deve aparecer",10,base_referencia_gherkin.json,geracoes_gherkin_ibm-granite-granite-4.1-8b_one-shot.json
ibm-granite/granite-4.1-8b,one-shot,TC_1006,1006,Verificar se todos os dados da transação estão sendo exibidos,5,0.75,8,TC_1006__ibm-granite-granite-4.1-8b__one-shot__exec-05,TC_1006__reference,"Scenario: Verificar se todos os dados da transação estão sendo exibidos
  Given que existe uma transação cadastrada
  When o usuário visualiza essa transação
  Then todos os dados da transação são verificados","Scenario: Verificação de exibição completa dos dados da transação
  Given o usuário está na página de relatórios de transações
    And a lista de transações está carregada
  When o usuário seleciona a opção para exibir todos os detalhes
  Then todos os campos relevantes da transação (data, valor, descrição, etc.) devem ser exibidos
    And a exibição deve incluir informações completas sem omitir nenhum dado",10,base_referencia_gherkin.json,geracoes_gherkin_ibm-granite-granite-4.1-8b_one-shot.json
ibm-granite/granite-4.1-8b,one-shot,TC_1006,1006,Verificar se todos os dados da transação estão sendo exibidos,3,0.72,9,TC_1006__ibm-granite-granite-4.1-8b__one-shot__exec-03,TC_1006__reference,"Scenario: Verificar se todos os dados da transação estão sendo exibidos
  Given que existe uma transação cadastrada
  When o usuário visualiza essa transação
  Then todos os dados da transação são verificados","Scenario: Verificação de exibição completa dos dados da transação
  Given o usuário está na página de relatórios de transações
    And a lista de transações está carregada
  When o usuário seleciona a opção para exibir todos os detalhes
  Then todos os campos relevantes da transação (data, valor, descrição, etc.) devem ser exibidos
    And a interface deve confirmar a visualização completa dos dados",10,base_referencia_gherkin.json,geracoes_gherkin_ibm-granite-granite-4.1-8b_one-shot.json
ibm-granite/granite-4.1-8b,one-shot,TC_1006,1006,Verificar se todos os dados da transação estão sendo exibidos,4,0.7,10,TC_1006__ibm-granite-granite-4.1-8b__one-shot__exec-04,TC_1006__reference,"Scenario: Verificar se todos os dados da transação estão sendo exibidos
  Given que existe uma transação cadastrada
  When o usuário visualiza essa transação
  Then todos os dados da transação são verificados","Scenario: Verificação de exibição completa dos dados da transação
  Given o usuário está na página de relatórios de transações
    And a lista de transações está carregada
  When o usuário seleciona uma transação específica
  Then todos os detalhes da transação (data, valor, destinatário, etc.) devem ser exibidos corretamente
    And a interface deve confirmar a exibição completa dos dados",10,base_referencia_gherkin.json,geracoes_gherkin_ibm-granite-granite-4.1-8b_one-shot.json
ibm-granite/granite-4.1-8b,one-shot,TC_1007,1007,Verificar inserção de link da transação inexistente,2,0.91,1,TC_1007__ibm-granite-granite-4.1-8b__one-shot__exec-02,TC_1007__reference,"Scenario: Verificar inserção de link da transação inexistente
  Given que o usuário informa um link de uma transação inexistente
  When ele acessa esse link
  Then a inserção de link da transação inexistente é verificada","Scenario: Verificar inserção de link da transação inexistente
  Given o usuário está na página de relatório de transações
    And o usuário seleciona a opção para inserir um link externo
  When o usuário insere um link que aponta para uma transação inexistente
  Then o sistema exibe uma mensagem de erro indicando que a transação não existe
    And o campo de link é limpo automaticamente",10,base_referencia_gherkin.json,geracoes_gherkin_ibm-granite-granite-4.1-8b_one-shot.json
ibm-granite/granite-4.1-8b,one-shot,TC_1007,1007,Verificar inserção de link da transação inexistente,4,0.91,2,TC_1007__ibm-granite-granite-4.1-8b__one-shot__exec-04,TC_1007__reference,"Scenario: Verificar inserção de link da transação inexistente
  Given que o usuário informa um link de uma transação inexistente
  When ele acessa esse link
  Then a inserção de link da transação inexistente é verificada","Scenario: Verificar inserção de link da transação inexistente
  Given o usuário está na página de relatórios de transações
    And o usuário seleciona a opção para gerar um link externo
  When o usuário tenta inserir um link para uma transação que não existe
  Then o sistema exibe uma mensagem de erro indicando que a transação não foi encontrada
    And o campo de link é limpo automaticamente",10,base_referencia_gherkin.json,geracoes_gherkin_ibm-granite-granite-4.1-8b_one-shot.json
ibm-granite/granite-4.1-8b,one-shot,TC_1007,1007,Verificar inserção de link da transação inexistente,5,0.91,3,TC_1007__ibm-granite-granite-4.1-8b__one-shot__exec-05,TC_1007__reference,"Scenario: Verificar inserção de link da transação inexistente
  Given que o usuário informa um link de uma transação inexistente
  When ele acessa esse link
  Then a inserção de link da transação inexistente é verificada","Scenario: Verificar inserção de link da transação inexistente
  Given o usuário está na página de links de transações
    And o usuário seleciona a opção para inserir um novo link
  When o usuário insere um ID de transação que não existe
  Then o sistema exibe uma mensagem de erro indicando que a transação não foi encontrada
    And o formulário de inserção de link é limpo",10,base_referencia_gherkin.json,geracoes_gherkin_ibm-granite-granite-4.1-8b_one-shot.json
ibm-granite/granite-4.1-8b,one-shot,TC_1007,1007,Verificar inserção de link da transação inexistente,8,0.91,4,TC_1007__ibm-granite-granite-4.1-8b__one-shot__exec-08,TC_1007__reference,"Scenario: Verificar inserção de link da transação inexistente
  Given que o usuário informa um link de uma transação inexistente
  When ele acessa esse link
  Then a inserção de link da transação inexistente é verificada","Scenario: Verificar inserção de link da transação inexistente
  Given o usuário está na página de relatório de transações
    And o usuário seleciona a opção para inserir um link externo
  When o usuário insere um link que aponta para uma transação inexistente
  Then o sistema exibe uma mensagem de erro indicando que a transação não existe
    And o campo de link é limpo automaticamente",10,base_referencia_gherkin.json,geracoes_gherkin_ibm-granite-granite-4.1-8b_one-shot.json
ibm-granite/granite-4.1-8b,one-shot,TC_1007,1007,Verificar inserção de link da transação inexistente,9,0.91,5,TC_1007__ibm-granite-granite-4.1-8b__one-shot__exec-09,TC_1007__reference,"Scenario: Verificar inserção de link da transação inexistente
  Given que o usuário informa um link de uma transação inexistente
  When ele acessa esse link
  Then a inserção de link da transação inexistente é verificada","Scenario: Verificar inserção de link da transação inexistente
  Given o usuário está na página de relatórios de transações
    And o usuário seleciona a opção para gerar link externo
  When o usuário tenta inserir um link para uma transação inexistente
  Then o sistema exibe uma mensagem de erro indicando que a transação não existe
    And o campo de link permanece vazio",10,base_referencia_gherkin.json,geracoes_gherkin_ibm-granite-granite-4.1-8b_one-shot.json
ibm-granite/granite-4.1-8b,one-shot,TC_1007,1007,Verificar inserção de link da transação inexistente,6,0.81,6,TC_1007__ibm-granite-granite-4.1-8b__one-shot__exec-06,TC_1007__reference,"Scenario: Verificar inserção de link da transação inexistente
  Given que o usuário informa um link de uma transação inexistente
  When ele acessa esse link
  Then a inserção de link da transação inexistente é verificada","Scenario: Verificar inserção de link da transação inexistente
  Given o usuário acessa a página de links de transações
    And o usuário seleciona a opção para inserir um novo link
  When o usuário insere um ID de transação que não existe
  Then o sistema exibe uma mensagem de erro indicando que a transação não foi encontrada
    And o formulário de inserção permanece preenchido com o ID digitado",10,base_referencia_gherkin.json,geracoes_gherkin_ibm-granite-granite-4.1-8b_one-shot.json
ibm-granite/granite-4.1-8b,one-shot,TC_1007,1007,Verificar inserção de link da transação inexistente,7,0.81,7,TC_1007__ibm-granite-granite-4.1-8b__one-shot__exec-07,TC_1007__reference,"Scenario: Verificar inserção de link da transação inexistente
  Given que o usuário informa um link de uma transação inexistente
  When ele acessa esse link
  Then a inserção de link da transação inexistente é verificada","Scenario: Verificar inserção de link da transação inexistente
  Given o usuário acessa a página de links de transações
    And o usuário seleciona a opção para inserir um novo link
  When o usuário insere um ID de transação inexistente e clica em ""Salvar""
  Then o sistema exibe uma mensagem de erro indicando que a transação não existe
    And o campo de entrada de ID de transação é limpo",10,base_referencia_gherkin.json,geracoes_gherkin_ibm-granite-granite-4.1-8b_one-shot.json
ibm-granite/granite-4.1-8b,one-shot,TC_1007,1007,Verificar inserção de link da transação inexistente,1,0.71,8,TC_1007__ibm-granite-granite-4.1-8b__one-shot__exec-01,TC_1007__reference,"Scenario: Verificar inserção de link da transação inexistente
  Given que o usuário informa um link de uma transação inexistente
  When ele acessa esse link
  Then a inserção de link da transação inexistente é verificada","Scenario: Verificar inserção de link da transação inexistente
  Given o usuário está na página de relatório de transações
    And a lista de transações está carregada
  When o usuário clica no link de uma transação inexistente
  Then o sistema redireciona para uma página de erro indicando que a transação não existe
    And a barra de roda de progresso é desativada",10,base_referencia_gherkin.json,geracoes_gherkin_ibm-granite-granite-4.1-8b_one-shot.json
